window_id,chrom,start,end,split,region_id,label_name,sample_id,condition,replicate,structure_id
WT_rep2__pos_0862680_24000,NC_000913.3,862680,886680,train,223,CHIN,WT_rep2,WT,2,CHIN_51
WT_rep2__pos_0986190_24000,NC_000913.3,986190,1010190,train,224,CHIN,WT_rep2,WT,2,CHIN_52
WT_rep2__pos_0987020_24000,NC_000913.3,987020,1011020,train,225,CHIN,WT_rep2,WT,2,CHIN_53
WT_rep2__pos_1038110_24000,NC_000913.3,1038110,1062110,train,226,CHIN,WT_rep2,WT,2,CHIN_54
WT_rep2__pos_1039660_24000,NC_000913.3,1039660,1063660,train,227,CHIN,WT_rep2,WT,2,CHIN_55
WT_rep2__pos_1052940_24000,NC_000913.3,1052940,1076940,train,228,CHIN,WT_rep2,WT,2,CHIN_56
WT_rep2__pos_1075640_24000,NC_000913.3,1075640,1099640,train,229,CHIN,WT_rep2,WT,2,CHIN_57
WT_rep2__pos_1076450_24000,NC_000913.3,1076450,1100450,train,230,CHIN,WT_rep2,WT,2,CHIN_58
WT_rep2__pos_1078080_24000,NC_000913.3,1078080,1102080,train,231,CHIN,WT_rep2,WT,2,CHIN_59
WT_rep2__pos_1080530_24000,NC_000913.3,1080530,1104530,train,233,CHIN,WT_rep2,WT,2,CHIN_60
WT_rep2__pos_1082720_24000,NC_000913.3,1082720,1106720,train,234,CHIN,WT_rep2,WT,2,CHIN_61
WT_rep2__pos_1090680_24000,NC_000913.3,1090680,1114680,train,235,CHIN,WT_rep2,WT,2,CHIN_62
WT_rep2__pos_1092700_24000,NC_000913.3,1092700,1116700,train,236,CHIN,WT_rep2,WT,2,CHIN_63
WT_rep2__pos_1106630_24000,NC_000913.3,1106630,1130630,train,237,CHIN,WT_rep2,WT,2,CHIN_64
WT_rep2__pos_1108190_24000,NC_000913.3,1108190,1132190,train,238,CHIN,WT_rep2,WT,2,CHIN_65
WT_rep2__pos_1169130_24000,NC_000913.3,1169130,1193130,train,239,CHIN,WT_rep2,WT,2,CHIN_66
WT_rep2__pos_1186500_24000,NC_000913.3,1186500,1210500,train,240,CHIN,WT_rep2,WT,2,CHIN_67
WT_rep2__pos_1186940_24000,NC_000913.3,1186940,1210940,train,241,CHIN,WT_rep2,WT,2,CHIN_68
WT_rep2__pos_1190600_24000,NC_000913.3,1190600,1214600,train,242,CHIN,WT_rep2,WT,2,CHIN_69
WT_rep2__pos_1199390_24000,NC_000913.3,1199390,1223390,train,244,CHIN,WT_rep2,WT,2,CHIN_70
WT_rep2__pos_1203720_24000,NC_000913.3,1203720,1227720,train,245,CHIN,WT_rep2,WT,2,CHIN_71
WT_rep2__pos_1205410_24000,NC_000913.3,1205410,1229410,train,246,CHIN,WT_rep2,WT,2,CHIN_72
WT_rep2__pos_1206490_24000,NC_000913.3,1206490,1230490,train,247,CHIN,WT_rep2,WT,2,CHIN_73
WT_rep2__pos_1207170_24000,NC_000913.3,1207170,1231170,train,248,CHIN,WT_rep2,WT,2,CHIN_74
WT_rep2__pos_1208140_24000,NC_000913.3,1208140,1232140,train,249,CHIN,WT_rep2,WT,2,CHIN_75
WT_rep2__pos_1217860_24000,NC_000913.3,1217860,1241860,train,250,CHIN,WT_rep2,WT,2,CHIN_76
WT_rep2__pos_1303530_24000,NC_000913.3,1303530,1327530,val,251,CHIN,WT_rep2,WT,2,CHIN_77
WT_rep2__pos_1359090_24000,NC_000913.3,1359090,1383090,train,252,CHIN,WT_rep2,WT,2,CHIN_78
WT_rep2__pos_1370580_24000,NC_000913.3,1370580,1394580,train,253,CHIN,WT_rep2,WT,2,CHIN_79
WT_rep2__pos_1383060_24000,NC_000913.3,1383060,1407060,train,255,CHIN,WT_rep2,WT,2,CHIN_80
WT_rep2__pos_1399910_24000,NC_000913.3,1399910,1423910,train,256,CHIN,WT_rep2,WT,2,CHIN_81
WT_rep2__pos_1401340_24000,NC_000913.3,1401340,1425340,train,257,CHIN,WT_rep2,WT,2,CHIN_82
WT_rep2__pos_1406360_24000,NC_000913.3,1406360,1430360,train,258,CHIN,WT_rep2,WT,2,CHIN_83
WT_rep2__pos_1408000_24000,NC_000913.3,1408000,1432000,train,259,CHIN,WT_rep2,WT,2,CHIN_84
WT_rep2__pos_1464340_24000,NC_000913.3,1464340,1488340,train,260,CHIN,WT_rep2,WT,2,CHIN_85
WT_rep2__pos_1465500_24000,NC_000913.3,1465500,1489500,train,261,CHIN,WT_rep2,WT,2,CHIN_86
WT_rep2__pos_1508650_24000,NC_000913.3,1508650,1532650,test,262,CHIN,WT_rep2,WT,2,CHIN_87
WT_rep2__pos_1516670_24000,NC_000913.3,1516670,1540670,test,263,CHIN,WT_rep2,WT,2,CHIN_88
WT_rep2__pos_1519080_24000,NC_000913.3,1519080,1543080,test,264,CHIN,WT_rep2,WT,2,CHIN_89
WT_rep2__pos_1554940_24000,NC_000913.3,1554940,1578940,test,266,CHIN,WT_rep2,WT,2,CHIN_90
WT_rep2__pos_1564120_24000,NC_000913.3,1564120,1588120,test,267,CHIN,WT_rep2,WT,2,CHIN_91
WT_rep2__pos_1567440_24000,NC_000913.3,1567440,1591440,test,268,CHIN,WT_rep2,WT,2,CHIN_92
WT_rep2__pos_1570740_24000,NC_000913.3,1570740,1594740,test,269,CHIN,WT_rep2,WT,2,CHIN_93
WT_rep2__pos_1576270_24000,NC_000913.3,1576270,1600270,test,270,CHIN,WT_rep2,WT,2,CHIN_94
WT_rep2__pos_1585450_24000,NC_000913.3,1585450,1609450,test,271,CHIN,WT_rep2,WT,2,CHIN_95
WT_rep2__pos_1604220_24000,NC_000913.3,1604220,1628220,test,272,CHIN,WT_rep2,WT,2,CHIN_96
WT_rep2__pos_1619780_24000,NC_000913.3,1619780,1643780,test,273,CHIN,WT_rep2,WT,2,CHIN_97
WT_rep2__pos_1626030_24000,NC_000913.3,1626030,1650030,test,274,CHIN,WT_rep2,WT,2,CHIN_98
WT_rep2__pos_1636130_24000,NC_000913.3,1636130,1660130,test,275,CHIN,WT_rep2,WT,2,CHIN_99
WT_rep2__pos_1742330_24000,NC_000913.3,1742330,1766330,train,28,CHIN,WT_rep2,WT,2,CHIN_100
WT_rep2__pos_1760920_24000,NC_000913.3,1760920,1784920,train,29,CHIN,WT_rep2,WT,2,CHIN_101
WT_rep2__pos_1764220_24000,NC_000913.3,1764220,1788220,train,30,CHIN,WT_rep2,WT,2,CHIN_102
WT_rep2__pos_1791960_24000,NC_000913.3,1791960,1815960,test,31,CHIN,WT_rep2,WT,2,CHIN_103
WT_rep2__pos_1832500_24000,NC_000913.3,1832500,1856500,train,32,CHIN,WT_rep2,WT,2,CHIN_104
WT_rep2__pos_1841600_24000,NC_000913.3,1841600,1865600,train,33,CHIN,WT_rep2,WT,2,CHIN_105
WT_rep2__pos_1845300_24000,NC_000913.3,1845300,1869300,train,34,CHIN,WT_rep2,WT,2,CHIN_106
WT_rep2__pos_1858970_24000,NC_000913.3,1858970,1882970,train,35,CHIN,WT_rep2,WT,2,CHIN_107
WT_rep2__pos_1859900_24000,NC_000913.3,1859900,1883900,train,36,CHIN,WT_rep2,WT,2,CHIN_108
WT_rep2__pos_1999690_24000,NC_000913.3,1999690,2023690,test,37,CHIN,WT_rep2,WT,2,CHIN_109
WT_rep2__pos_2012070_24000,NC_000913.3,2012070,2036070,test,39,CHIN,WT_rep2,WT,2,CHIN_110
WT_rep2__pos_2024560_24000,NC_000913.3,2024560,2048560,test,40,CHIN,WT_rep2,WT,2,CHIN_111
WT_rep2__pos_2040880_24000,NC_000913.3,2040880,2064880,test,41,CHIN,WT_rep2,WT,2,CHIN_112
WT_rep2__pos_2045090_24000,NC_000913.3,2045090,2069090,test,42,CHIN,WT_rep2,WT,2,CHIN_113
WT_rep2__pos_2091680_24000,NC_000913.3,2091680,2115680,val,43,CHIN,WT_rep2,WT,2,CHIN_114
WT_rep2__pos_2092430_24000,NC_000913.3,2092430,2116430,val,44,CHIN,WT_rep2,WT,2,CHIN_115
WT_rep2__pos_2092690_24000,NC_000913.3,2092690,2116690,val,45,CHIN,WT_rep2,WT,2,CHIN_116
WT_rep2__pos_2093690_24000,NC_000913.3,2093690,2117690,val,46,CHIN,WT_rep2,WT,2,CHIN_117
WT_rep2__pos_2094520_24000,NC_000913.3,2094520,2118520,val,47,CHIN,WT_rep2,WT,2,CHIN_118
WT_rep2__pos_2094930_24000,NC_000913.3,2094930,2118930,val,48,CHIN,WT_rep2,WT,2,CHIN_119
WT_rep2__pos_2095810_24000,NC_000913.3,2095810,2119810,val,50,CHIN,WT_rep2,WT,2,CHIN_120
WT_rep2__pos_2097850_24000,NC_000913.3,2097850,2121850,val,51,CHIN,WT_rep2,WT,2,CHIN_121
WT_rep2__pos_2102690_24000,NC_000913.3,2102690,2126690,val,52,CHIN,WT_rep2,WT,2,CHIN_122
WT_rep2__pos_2117530_24000,NC_000913.3,2117530,2141530,val,53,CHIN,WT_rep2,WT,2,CHIN_123
WT_rep2__pos_2156950_24000,NC_000913.3,2156950,2180950,train,54,CHIN,WT_rep2,WT,2,CHIN_124
WT_rep2__pos_2159360_24000,NC_000913.3,2159360,2183360,train,55,CHIN,WT_rep2,WT,2,CHIN_125
WT_rep2__pos_2161660_24000,NC_000913.3,2161660,2185660,train,56,CHIN,WT_rep2,WT,2,CHIN_126
WT_rep2__pos_2167170_24000,NC_000913.3,2167170,2191170,train,57,CHIN,WT_rep2,WT,2,CHIN_127
WT_rep2__pos_2176070_24000,NC_000913.3,2176070,2200070,train,58,CHIN,WT_rep2,WT,2,CHIN_128
WT_rep2__pos_2176940_24000,NC_000913.3,2176940,2200940,train,59,CHIN,WT_rep2,WT,2,CHIN_129
WT_rep2__pos_2178070_24000,NC_000913.3,2178070,2202070,train,61,CHIN,WT_rep2,WT,2,CHIN_130
WT_rep2__pos_2179390_24000,NC_000913.3,2179390,2203390,train,62,CHIN,WT_rep2,WT,2,CHIN_131
WT_rep2__pos_2221620_24000,NC_000913.3,2221620,2245620,train,63,CHIN,WT_rep2,WT,2,CHIN_132
WT_rep2__pos_2226520_24000,NC_000913.3,2226520,2250520,train,64,CHIN,WT_rep2,WT,2,CHIN_133
WT_rep2__pos_2243470_24000,NC_000913.3,2243470,2267470,train,65,CHIN,WT_rep2,WT,2,CHIN_134
WT_rep2__pos_2246650_24000,NC_000913.3,2246650,2270650,train,66,CHIN,WT_rep2,WT,2,CHIN_135
WT_rep2__pos_2332010_24000,NC_000913.3,2332010,2356010,train,67,CHIN,WT_rep2,WT,2,CHIN_136
WT_rep2__pos_2372140_24000,NC_000913.3,2372140,2396140,val,68,CHIN,WT_rep2,WT,2,CHIN_137
WT_rep2__pos_2374390_24000,NC_000913.3,2374390,2398390,val,69,CHIN,WT_rep2,WT,2,CHIN_138
WT_rep2__pos_2375300_24000,NC_000913.3,2375300,2399300,val,70,CHIN,WT_rep2,WT,2,CHIN_139
WT_rep2__pos_2443490_24000,NC_000913.3,2443490,2467490,train,72,CHIN,WT_rep2,WT,2,CHIN_140
WT_rep2__pos_2451480_24000,NC_000913.3,2451480,2475480,train,73,CHIN,WT_rep2,WT,2,CHIN_141
WT_rep2__pos_2470340_24000,NC_000913.3,2470340,2494340,train,74,CHIN,WT_rep2,WT,2,CHIN_142
WT_rep2__pos_2471880_24000,NC_000913.3,2471880,2495880,train,75,CHIN,WT_rep2,WT,2,CHIN_143
WT_rep2__pos_2472510_24000,NC_000913.3,2472510,2496510,train,76,CHIN,WT_rep2,WT,2,CHIN_144
WT_rep2__pos_2474740_24000,NC_000913.3,2474740,2498740,train,77,CHIN,WT_rep2,WT,2,CHIN_145
WT_rep2__pos_2477490_24000,NC_000913.3,2477490,2501490,train,78,CHIN,WT_rep2,WT,2,CHIN_146
WT_rep2__pos_2480890_24000,NC_000913.3,2480890,2504890,train,79,CHIN,WT_rep2,WT,2,CHIN_147
WT_rep2__pos_2617410_24000,NC_000913.3,2617410,2641410,train,80,CHIN,WT_rep2,WT,2,CHIN_148
WT_rep2__pos_2641750_24000,NC_000913.3,2641750,2665750,train,81,CHIN,WT_rep2,WT,2,CHIN_149
WT_rep2__pos_2688290_24000,NC_000913.3,2688290,2712290,val,83,CHIN,WT_rep2,WT,2,CHIN_150
WT_rep2__pos_2746590_24000,NC_000913.3,2746590,2770590,train,84,CHIN,WT_rep2,WT,2,CHIN_151
WT_rep2__pos_2747520_24000,NC_000913.3,2747520,2771520,train,85,CHIN,WT_rep2,WT,2,CHIN_152
WT_rep2__pos_2762270_24000,NC_000913.3,2762270,2786270,train,86,CHIN,WT_rep2,WT,2,CHIN_153
WT_rep2__pos_2771470_24000,NC_000913.3,2771470,2795470,train,87,CHIN,WT_rep2,WT,2,CHIN_154
WT_rep2__pos_2773360_24000,NC_000913.3,2773360,2797360,train,88,CHIN,WT_rep2,WT,2,CHIN_155
WT_rep2__pos_2774760_24000,NC_000913.3,2774760,2798760,train,89,CHIN,WT_rep2,WT,2,CHIN_156
WT_rep2__pos_2776030_24000,NC_000913.3,2776030,2800030,train,90,CHIN,WT_rep2,WT,2,CHIN_157
WT_rep2__pos_2786070_24000,NC_000913.3,2786070,2810070,train,91,CHIN,WT_rep2,WT,2,CHIN_158
WT_rep2__pos_2793050_24000,NC_000913.3,2793050,2817050,train,92,CHIN,WT_rep2,WT,2,CHIN_159
WT_rep2__pos_2871680_24000,NC_000913.3,2871680,2895680,train,94,CHIN,WT_rep2,WT,2,CHIN_160
WT_rep2__pos_2888070_24000,NC_000913.3,2888070,2912070,train,95,CHIN,WT_rep2,WT,2,CHIN_161
WT_rep2__pos_2892980_24000,NC_000913.3,2892980,2916980,train,96,CHIN,WT_rep2,WT,2,CHIN_162
WT_rep2__pos_2922180_24000,NC_000913.3,2922180,2946180,train,97,CHIN,WT_rep2,WT,2,CHIN_163
WT_rep2__pos_2975170_24000,NC_000913.3,2975170,2999170,train,98,CHIN,WT_rep2,WT,2,CHIN_164
WT_rep2__pos_2976580_24000,NC_000913.3,2976580,3000580,train,99,CHIN,WT_rep2,WT,2,CHIN_165
WT_rep2__pos_2979880_24000,NC_000913.3,2979880,3003880,train,100,CHIN,WT_rep2,WT,2,CHIN_166
WT_rep2__pos_2983020_24000,NC_000913.3,2983020,3007020,train,101,CHIN,WT_rep2,WT,2,CHIN_167
WT_rep2__pos_2985100_24000,NC_000913.3,2985100,3009100,train,102,CHIN,WT_rep2,WT,2,CHIN_168
WT_rep2__pos_3042480_24000,NC_000913.3,3042480,3066480,train,103,CHIN,WT_rep2,WT,2,CHIN_169
WT_rep2__pos_3066170_24000,NC_000913.3,3066170,3090170,train,105,CHIN,WT_rep2,WT,2,CHIN_170
WT_rep2__pos_3174720_24000,NC_000913.3,3174720,3198720,train,106,CHIN,WT_rep2,WT,2,CHIN_171
WT_rep2__pos_3176270_24000,NC_000913.3,3176270,3200270,train,107,CHIN,WT_rep2,WT,2,CHIN_172
WT_rep2__pos_3177500_24000,NC_000913.3,3177500,3201500,train,108,CHIN,WT_rep2,WT,2,CHIN_173
WT_rep2__pos_3178360_24000,NC_000913.3,3178360,3202360,train,109,CHIN,WT_rep2,WT,2,CHIN_174
WT_rep2__pos_3179090_24000,NC_000913.3,3179090,3203090,train,110,CHIN,WT_rep2,WT,2,CHIN_175
WT_rep2__pos_3179820_24000,NC_000913.3,3179820,3203820,train,111,CHIN,WT_rep2,WT,2,CHIN_176
WT_rep2__pos_3194110_24000,NC_000913.3,3194110,3218110,train,112,CHIN,WT_rep2,WT,2,CHIN_177
WT_rep2__pos_3214940_24000,NC_000913.3,3214940,3238940,train,113,CHIN,WT_rep2,WT,2,CHIN_178
WT_rep2__pos_3250950_24000,NC_000913.3,3250950,3274950,train,114,CHIN,WT_rep2,WT,2,CHIN_179
WT_rep2__pos_3253690_24000,NC_000913.3,3253690,3277690,train,116,CHIN,WT_rep2,WT,2,CHIN_180
WT_rep2__pos_3256770_24000,NC_000913.3,3256770,3280770,train,117,CHIN,WT_rep2,WT,2,CHIN_181
WT_rep2__pos_3275930_24000,NC_000913.3,3275930,3299930,train,118,CHIN,WT_rep2,WT,2,CHIN_182
WT_rep2__pos_3309420_24000,NC_000913.3,3309420,3333420,train,119,CHIN,WT_rep2,WT,2,CHIN_183
WT_rep2__pos_3318530_24000,NC_000913.3,3318530,3342530,train,120,CHIN,WT_rep2,WT,2,CHIN_184
WT_rep2__pos_3349650_24000,NC_000913.3,3349650,3373650,train,121,CHIN,WT_rep2,WT,2,CHIN_185
WT_rep2__pos_3401370_24000,NC_000913.3,3401370,3425370,val,122,CHIN,WT_rep2,WT,2,CHIN_186
WT_rep2__pos_3570560_24000,NC_000913.3,3570560,3594560,train,123,CHIN,WT_rep2,WT,2,CHIN_187
WT_rep2__pos_3571870_24000,NC_000913.3,3571870,3595870,train,124,CHIN,WT_rep2,WT,2,CHIN_188
WT_rep2__pos_3620650_24000,NC_000913.3,3620650,3644650,train,125,CHIN,WT_rep2,WT,2,CHIN_189
WT_rep2__pos_3621070_24000,NC_000913.3,3621070,3645070,train,127,CHIN,WT_rep2,WT,2,CHIN_190
WT_rep2__pos_3621850_24000,NC_000913.3,3621850,3645850,train,128,CHIN,WT_rep2,WT,2,CHIN_191
WT_rep2__pos_3623140_24000,NC_000913.3,3623140,3647140,train,129,CHIN,WT_rep2,WT,2,CHIN_192
WT_rep2__pos_3640560_24000,NC_000913.3,3640560,3664560,train,130,CHIN,WT_rep2,WT,2,CHIN_193
WT_rep2__pos_3642320_24000,NC_000913.3,3642320,3666320,train,131,CHIN,WT_rep2,WT,2,CHIN_194
WT_rep2__pos_3644860_24000,NC_000913.3,3644860,3668860,train,132,CHIN,WT_rep2,WT,2,CHIN_195
WT_rep2__pos_3645730_24000,NC_000913.3,3645730,3669730,train,133,CHIN,WT_rep2,WT,2,CHIN_196
WT_rep2__pos_3653150_24000,NC_000913.3,3653150,3677150,train,134,CHIN,WT_rep2,WT,2,CHIN_197
WT_rep2__pos_3662500_24000,NC_000913.3,3662500,3686500,train,135,CHIN,WT_rep2,WT,2,CHIN_198
WT_rep2__pos_3709190_24000,NC_000913.3,3709190,3733190,train,136,CHIN,WT_rep2,WT,2,CHIN_199
WT_rep2__pos_3720070_24000,NC_000913.3,3720070,3744070,train,139,CHIN,WT_rep2,WT,2,CHIN_200
WT_rep2__pos_3733150_24000,NC_000913.3,3733150,3757150,train,140,CHIN,WT_rep2,WT,2,CHIN_201
WT_rep2__pos_3755270_24000,NC_000913.3,3755270,3779270,train,141,CHIN,WT_rep2,WT,2,CHIN_202
WT_rep2__pos_3756770_24000,NC_000913.3,3756770,3780770,train,142,CHIN,WT_rep2,WT,2,CHIN_203
WT_rep2__pos_3777700_24000,NC_000913.3,3777700,3801700,train,143,CHIN,WT_rep2,WT,2,CHIN_204
WT_rep2__pos_3786040_24000,NC_000913.3,3786040,3810040,train,144,CHIN,WT_rep2,WT,2,CHIN_205
WT_rep2__pos_3786440_24000,NC_000913.3,3786440,3810440,train,145,CHIN,WT_rep2,WT,2,CHIN_206
WT_rep2__pos_3787040_24000,NC_000913.3,3787040,3811040,train,146,CHIN,WT_rep2,WT,2,CHIN_207
WT_rep2__pos_3787880_24000,NC_000913.3,3787880,3811880,train,147,CHIN,WT_rep2,WT,2,CHIN_208
WT_rep2__pos_3788410_24000,NC_000913.3,3788410,3812410,train,148,CHIN,WT_rep2,WT,2,CHIN_209
WT_rep2__pos_3789660_24000,NC_000913.3,3789660,3813660,train,150,CHIN,WT_rep2,WT,2,CHIN_210
WT_rep2__pos_3790270_24000,NC_000913.3,3790270,3814270,train,151,CHIN,WT_rep2,WT,2,CHIN_211
WT_rep2__pos_3790530_24000,NC_000913.3,3790530,3814530,train,152,CHIN,WT_rep2,WT,2,CHIN_212
WT_rep2__pos_3791260_24000,NC_000913.3,3791260,3815260,train,153,CHIN,WT_rep2,WT,2,CHIN_213
WT_rep2__pos_3793550_24000,NC_000913.3,3793550,3817550,train,154,CHIN,WT_rep2,WT,2,CHIN_214
WT_rep2__pos_3793970_24000,NC_000913.3,3793970,3817970,train,155,CHIN,WT_rep2,WT,2,CHIN_215
WT_rep2__pos_3825400_24000,NC_000913.3,3825400,3849400,test,156,CHIN,WT_rep2,WT,2,CHIN_216
WT_rep2__pos_3831540_24000,NC_000913.3,3831540,3855540,test,157,CHIN,WT_rep2,WT,2,CHIN_217
WT_rep2__pos_3863460_24000,NC_000913.3,3863460,3887460,test,158,CHIN,WT_rep2,WT,2,CHIN_218
WT_rep2__pos_3889680_24000,NC_000913.3,3889680,3913680,val,159,CHIN,WT_rep2,WT,2,CHIN_219
WT_rep2__pos_3894250_24000,NC_000913.3,3894250,3918250,val,161,CHIN,WT_rep2,WT,2,CHIN_220
WT_rep2__pos_4051500_24000,NC_000913.3,4051500,4075500,test,162,CHIN,WT_rep2,WT,2,CHIN_221
WT_rep2__pos_4052210_24000,NC_000913.3,4052210,4076210,test,163,CHIN,WT_rep2,WT,2,CHIN_222
WT_rep2__pos_4052700_24000,NC_000913.3,4052700,4076700,test,164,CHIN,WT_rep2,WT,2,CHIN_223
WT_rep2__pos_4203460_24000,NC_000913.3,4203460,4227460,train,165,CHIN,WT_rep2,WT,2,CHIN_224
WT_rep2__pos_4209530_24000,NC_000913.3,4209530,4233530,train,166,CHIN,WT_rep2,WT,2,CHIN_225
WT_rep2__pos_4239440_24000,NC_000913.3,4239440,4263440,train,167,CHIN,WT_rep2,WT,2,CHIN_226
WT_rep2__pos_4248840_24000,NC_000913.3,4248840,4272840,train,168,CHIN,WT_rep2,WT,2,CHIN_227
WT_rep2__pos_4256770_24000,NC_000913.3,4256770,4280770,train,169,CHIN,WT_rep2,WT,2,CHIN_228
WT_rep2__pos_4270510_24000,NC_000913.3,4270510,4294510,train,170,CHIN,WT_rep2,WT,2,CHIN_229
WT_rep2__pos_4299440_24000,NC_000913.3,4299440,4323440,train,172,CHIN,WT_rep2,WT,2,CHIN_230
WT_rep2__pos_4325680_24000,NC_000913.3,4325680,4349680,train,173,CHIN,WT_rep2,WT,2,CHIN_231
WT_rep2__pos_4348290_24000,NC_000913.3,4348290,4372290,train,174,CHIN,WT_rep2,WT,2,CHIN_232
WT_rep2__pos_4372200_24000,NC_000913.3,4372200,4396200,train,175,CHIN,WT_rep2,WT,2,CHIN_233
WT_rep2__pos_4399230_24000,NC_000913.3,4399230,4423230,train,176,CHIN,WT_rep2,WT,2,CHIN_234
WT_rep2__pos_4415260_24000,NC_000913.3,4415260,4439260,train,177,CHIN,WT_rep2,WT,2,CHIN_235
WT_rep2__pos_4464270_24000,NC_000913.3,4464270,4488270,train,178,CHIN,WT_rep2,WT,2,CHIN_236
WT_rep2__pos_4468140_24000,NC_000913.3,4468140,4492140,train,179,CHIN,WT_rep2,WT,2,CHIN_237
WT_rep2__pos_4484440_24000,NC_000913.3,4484440,4508440,train,180,CHIN,WT_rep2,WT,2,CHIN_238
WT_rep2__pos_4492290_24000,NC_000913.3,4492290,4516290,train,181,CHIN,WT_rep2,WT,2,CHIN_239
WT_rep2__pos_4492570_24000,NC_000913.3,4492570,4516570,train,183,CHIN,WT_rep2,WT,2,CHIN_240
WT_rep2__pos_4513460_24000,NC_000913.3,4513460,4537460,train,184,CHIN,WT_rep2,WT,2,CHIN_241
WT_rep2__pos_4526600_24000,NC_000913.3,4526600,4550600,train,185,CHIN,WT_rep2,WT,2,CHIN_242
WT_rep2__pos_4528120_24000,NC_000913.3,4528120,4552120,train,186,CHIN,WT_rep2,WT,2,CHIN_243
WT_rep2__pos_4529500_24000,NC_000913.3,4529500,4553500,train,187,CHIN,WT_rep2,WT,2,CHIN_244
WT_rep2__pos_4533470_24000,NC_000913.3,4533470,4557470,train,188,CHIN,WT_rep2,WT,2,CHIN_245
WT_rep2__pos_4544010_24000,NC_000913.3,4544010,4568010,train,189,CHIN,WT_rep2,WT,2,CHIN_246
WT_rep2__pos_4566120_24000,NC_000913.3,4566120,4590120,train,190,CHIN,WT_rep2,WT,2,CHIN_247
WT_rep2__pos_4583370_24000,NC_000913.3,4583370,4607370,train,191,CHIN,WT_rep2,WT,2,CHIN_248
WT_rep2__pos_4591820_24000,NC_000913.3,4591820,4615820,train,192,CHIN,WT_rep2,WT,2,CHIN_249
WT_rep2__pos_4604940_24000,NC_000913.3,4604940,4628940,train,194,CHIN,WT_rep2,WT,2,CHIN_250
WT_rep2__pos_0141480_24000,NC_000913.3,141480,165480,test,0,CHID,WT_rep2,WT,2,CHID_1
WT_rep2__pos_0303420_24000,NC_000913.3,303420,327420,train,11,CHID,WT_rep2,WT,2,CHID_2
WT_rep2__pos_0553240_24000,NC_000913.3,553240,577240,val,19,CHID,WT_rep2,WT,2,CHID_3
WT_rep2__pos_0568050_24000,NC_000913.3,568050,592050,val,20,CHID,WT_rep2,WT,2,CHID_4
WT_rep2__pos_0862750_24000,NC_000913.3,862750,886750,train,21,CHID,WT_rep2,WT,2,CHID_5
WT_rep2__pos_1083100_24000,NC_000913.3,1083100,1107100,train,22,CHID,WT_rep2,WT,2,CHID_6
WT_rep2__pos_1202445_24000,NC_000913.3,1202445,1226445,train,23,CHID,WT_rep2,WT,2,CHID_7
WT_rep2__pos_1533070_24000,NC_000913.3,1533070,1557070,test,24,CHID,WT_rep2,WT,2,CHID_8
WT_rep2__pos_1576450_24000,NC_000913.3,1576450,1600450,test,25,CHID,WT_rep2,WT,2,CHID_9
WT_rep2__pos_1763015_24000,NC_000913.3,1763015,1787015,train,1,CHID,WT_rep2,WT,2,CHID_10
WT_rep2__pos_2094130_24000,NC_000913.3,2094130,2118130,val,2,CHID,WT_rep2,WT,2,CHID_11
WT_rep2__pos_2177805_24000,NC_000913.3,2177805,2201805,train,3,CHID,WT_rep2,WT,2,CHID_12
WT_rep2__pos_2373805_24000,NC_000913.3,2373805,2397805,val,4,CHID,WT_rep2,WT,2,CHID_13
WT_rep2__pos_2474470_24000,NC_000913.3,2474470,2498470,train,5,CHID,WT_rep2,WT,2,CHID_14
WT_rep2__pos_2747355_24000,NC_000913.3,2747355,2771355,train,6,CHID,WT_rep2,WT,2,CHID_15
WT_rep2__pos_2772710_24000,NC_000913.3,2772710,2796710,train,7,CHID,WT_rep2,WT,2,CHID_16
WT_rep2__pos_2980425_24000,NC_000913.3,2980425,3004425,train,8,CHID,WT_rep2,WT,2,CHID_17
WT_rep2__pos_3176275_24000,NC_000913.3,3176275,3200275,train,9,CHID,WT_rep2,WT,2,CHID_18
WT_rep2__pos_3621605_24000,NC_000913.3,3621605,3645605,train,10,CHID,WT_rep2,WT,2,CHID_19
WT_rep2__pos_3642840_24000,NC_000913.3,3642840,3666840,train,12,CHID,WT_rep2,WT,2,CHID_20
WT_rep2__pos_3755825_24000,NC_000913.3,3755825,3779825,train,13,CHID,WT_rep2,WT,2,CHID_21
WT_rep2__pos_3790635_24000,NC_000913.3,3790635,3814635,train,14,CHID,WT_rep2,WT,2,CHID_22
WT_rep2__pos_4051250_24000,NC_000913.3,4051250,4075250,test,15,CHID,WT_rep2,WT,2,CHID_23
WT_rep2__pos_4493535_24000,NC_000913.3,4493535,4517535,train,16,CHID,WT_rep2,WT,2,CHID_24
WT_rep2__pos_4528195_24000,NC_000913.3,4528195,4552195,train,17,CHID,WT_rep2,WT,2,CHID_25
WT_rep2__pos_4567115_24000,NC_000913.3,4567115,4591115,train,18,CHID,WT_rep2,WT,2,CHID_26
