gene_id,name,chrom,start,end,strand,length_bp,source_sheet,source_row,source_chrom,source_start,source_end
aceA:4217109-4218413:+,aceA,NC_000913.3,4217108,4218413,+,1305,Supplementary Table 1,2087,MG1655,4217109,4218413
glpX:4114569-4115579:-,glpX,NC_000913.3,4114568,4115579,-,1011,Supplementary Table 1,2088,MG1655,4114569,4115579
infC:1800096-1800638:-,infC,NC_000913.3,1800095,1800638,-,543,Supplementary Table 1,2089,MG1655,1800096,1800638
purK:551527-552594:-,purK,NC_000913.3,551526,552594,-,1068,Supplementary Table 1,2090,MG1655,551527,552594
rpsL:3474178-3474552:-,rpsL,NC_000913.3,3474177,3474552,-,375,Supplementary Table 1,2091,MG1655,3474178,3474552
yodC:2028188-2028370:-,yodC,NC_000913.3,2028187,2028370,-,183,Supplementary Table 1,2092,MG1655,2028188,2028370
alkA:2146692-2147540:-,alkA,NC_000913.3,2146691,2147540,-,849,Supplementary Table 1,2093,MG1655,2146692,2147540
fucR:2939368-2940099:+,fucR,NC_000913.3,2939367,2940099,+,732,Supplementary Table 1,2094,MG1655,2939368,2940099
dnaG:3211107-3212852:+,dnaG,NC_000913.3,3211106,3212852,+,1746,Supplementary Table 1,2095,MG1655,3211107,3212852
dinD:3817760-3818584:+,dinD,NC_000913.3,3817759,3818584,+,825,Supplementary Table 1,2096,MG1655,3817760,3818584
zntR:3438705-3439130:-,zntR,NC_000913.3,3438704,3439130,-,426,Supplementary Table 1,2097,MG1655,3438705,3439130
ygeN:2995314-2996020:-,ygeN,NC_000913.3,2995313,2996020,-,707,Supplementary Table 1,2098,MG1655,2995314,2996020
ppdD:117109-117549:-,ppdD,NC_000913.3,117108,117549,-,441,Supplementary Table 1,2099,MG1655,117109,117549
hyfH:2610164-2610709:+,hyfH,NC_000913.3,2610163,2610709,+,546,Supplementary Table 1,2100,MG1655,2610164,2610709
mqsR:3168248-3168544:-,mqsR,NC_000913.3,3168247,3168544,-,297,Supplementary Table 1,2101,MG1655,3168248,3168544
glyQ:3724407-3725318:-,glyQ,NC_000913.3,3724406,3725318,-,912,Supplementary Table 1,2102,MG1655,3724407,3725318
yojI:2306972-2308615:-,yojI,NC_000913.3,2306971,2308615,-,1644,Supplementary Table 1,2103,MG1655,2306972,2308615
puuD:1361120-1361884:+,puuD,NC_000913.3,1361119,1361884,+,765,Supplementary Table 1,2104,MG1655,1361120,1361884
mpaA:1389870-1390598:-,mpaA,NC_000913.3,1389869,1390598,-,729,Supplementary Table 1,2105,MG1655,1389870,1390598
hybE:3140311-3140799:-,hybE,NC_000913.3,3140310,3140799,-,489,Supplementary Table 1,2106,MG1655,3140311,3140799
ypfG:2581734-2582777:-,ypfG,NC_000913.3,2581733,2582777,-,1044,Supplementary Table 1,2107,MG1655,2581734,2582777
dedA:2434082-2434741:-,dedA,NC_000913.3,2434081,2434741,-,660,Supplementary Table 1,2108,MG1655,2434082,2434741
yaaU:45807-47138:+,yaaU,NC_000913.3,45806,47138,+,1332,Supplementary Table 1,2109,MG1655,45807,47138
mtr:3304573-3305817:-,mtr,NC_000913.3,3304572,3305817,-,1245,Supplementary Table 1,2110,MG1655,3304573,3305817
yfjL:2763537-2765153:-,yfjL,NC_000913.3,2763536,2765153,-,1617,Supplementary Table 1,2111,MG1655,2763537,2765153
dtd:4077015-4077452:+,dtd,NC_000913.3,4077014,4077452,+,438,Supplementary Table 1,2112,MG1655,4077015,4077452
acpT:3612969-3613556:+,acpT,NC_000913.3,3612968,3613556,+,588,Supplementary Table 1,2113,MG1655,3612969,3613556
prpD:351215-352666:+,prpD,NC_000913.3,351214,352666,+,1452,Supplementary Table 1,2114,MG1655,351215,352666
yiiF:4079751-4079969:+,yiiF,NC_000913.3,4079750,4079969,+,219,Supplementary Table 1,2115,MG1655,4079751,4079969
nadK:2750831-2751709:+,nadK,NC_000913.3,2750830,2751709,+,879,Supplementary Table 1,2116,MG1655,2750831,2751709
yebS:1916258-1917541:+,yebS,NC_000913.3,1916257,1917541,+,1284,Supplementary Table 1,2117,MG1655,1916258,1917541
yjhV:4509804-4510133:+,yjhV,NC_000913.3,4509803,4510133,+,330,Supplementary Table 1,2118,MG1655,4509804,4510133
ynjE:1839467-1840774:+,ynjE,NC_000913.3,1839466,1840774,+,1308,Supplementary Table 1,2119,MG1655,1839467,1840774
thiD:2183716-2184516:-,thiD,NC_000913.3,2183715,2184516,-,801,Supplementary Table 1,2120,MG1655,2183716,2184516
ymbA:1014896-1015459:+,ymbA,NC_000913.3,1014895,1015459,+,564,Supplementary Table 1,2121,MG1655,1014896,1015459
rcdA:887423-887959:+,rcdA,NC_000913.3,887422,887959,+,537,Supplementary Table 1,2122,MG1655,887423,887959
epmB:4374629-4375657:-,epmB,NC_000913.3,4374628,4375657,-,1029,Supplementary Table 1,2123,MG1655,4374629,4375657
secG:3322173-3322505:-,secG,NC_000913.3,3322172,3322505,-,333,Supplementary Table 1,2124,MG1655,3322173,3322505
ihfA:1795253-1795552:-,ihfA,NC_000913.3,1795252,1795552,-,300,Supplementary Table 1,2125,MG1655,1795253,1795552
coaE:112599-113219:-,coaE,NC_000913.3,112598,113219,-,621,Supplementary Table 1,2126,MG1655,112599,113219
nfsA:891184-891906:+,nfsA,NC_000913.3,891183,891906,+,723,Supplementary Table 1,2127,MG1655,891184,891906
rsmG:3923057-3923680:-,rsmG,NC_000913.3,3923056,3923680,-,624,Supplementary Table 1,2128,MG1655,3923057,3923680
sbcD:415750-416952:-,sbcD,NC_000913.3,415749,416952,-,1203,Supplementary Table 1,2129,MG1655,415750,416952
puuB:1364232-1365512:+,puuB,NC_000913.3,1364231,1365512,+,1281,Supplementary Table 1,2130,MG1655,1364232,1365512
yafC:229967-230881:-,yafC,NC_000913.3,229966,230881,-,915,Supplementary Table 1,2131,MG1655,229967,230881
ybfF:712038-712802:-,ybfF,NC_000913.3,712037,712802,-,765,Supplementary Table 1,2132,MG1655,712038,712802
rnlA:2765918-2766991:+,rnlA,NC_000913.3,2765917,2766991,+,1074,Supplementary Table 1,2133,MG1655,2765918,2766991
ileU:3427076-3427152:-,ileU,NC_000913.3,3427075,3427152,-,77,Supplementary Table 1,2134,MG1655,3427076,3427152
shoB:2700117-2700197:-,shoB,NC_000913.3,2700116,2700197,-,81,Supplementary Table 1,2135,MG1655,2700117,2700197
dtpD:741075-742556:-,dtpD,NC_000913.3,741074,742556,-,1482,Supplementary Table 1,2136,MG1655,741075,742556
tmcA:2593844-2595859:-,tmcA,NC_000913.3,2593843,2595859,-,2016,Supplementary Table 1,2137,MG1655,2593844,2595859
ycaQ:969389-970621:+,ycaQ,NC_000913.3,969388,970621,+,1233,Supplementary Table 1,2138,MG1655,969389,970621
ydgC:1681695-1682030:-,ydgC,NC_000913.3,1681694,1682030,-,336,Supplementary Table 1,2139,MG1655,1681695,1682030
ydiS:1781395-1782684:+,ydiS,NC_000913.3,1781394,1782684,+,1290,Supplementary Table 1,2140,MG1655,1781395,1782684
pabB:1894805-1896166:+,pabB,NC_000913.3,1894804,1896166,+,1362,Supplementary Table 1,2141,MG1655,1894805,1896166
aaeX:3389134-3389337:-,aaeX,NC_000913.3,3389133,3389337,-,204,Supplementary Table 1,2142,MG1655,3389134,3389337
yegK:2151711-2152472:-,yegK,NC_000913.3,2151710,2152472,-,762,Supplementary Table 1,2143,MG1655,2151711,2152472
infA:926225-926443:-,infA,NC_000913.3,926224,926443,-,219,Supplementary Table 1,2144,MG1655,926225,926443
yfjR:2769703-2770404:+,yfjR,NC_000913.3,2769702,2770404,+,702,Supplementary Table 1,2145,MG1655,2769703,2770404
mngA:765984-767960:+,mngA,NC_000913.3,765983,767960,+,1977,Supplementary Table 1,2146,MG1655,765984,767960
ybcN:572466-572921:+,ybcN,NC_000913.3,572465,572921,+,456,Supplementary Table 1,2147,MG1655,572466,572921
lldP:3777399-3779054:+,lldP,NC_000913.3,3777398,3779054,+,1656,Supplementary Table 1,2148,MG1655,3777399,3779054
murG:99644-100711:+,murG,NC_000913.3,99643,100711,+,1068,Supplementary Table 1,2149,MG1655,99644,100711
yccU:1027946-1028359:+,yccU,NC_000913.3,1027945,1028359,+,414,Supplementary Table 1,2150,MG1655,1027946,1028359
yeaC:1861702-1861974:-,yeaC,NC_000913.3,1861701,1861974,-,273,Supplementary Table 1,2151,MG1655,1861702,1861974
aceB:4215478-4217079:+,aceB,NC_000913.3,4215477,4217079,+,1602,Supplementary Table 1,2152,MG1655,4215478,4217079
yraR:3298211-3298846:-,yraR,NC_000913.3,3298210,3298846,-,636,Supplementary Table 1,2153,MG1655,3298211,3298846
ymfR:1205549-1205731:+,ymfR,NC_000913.3,1205548,1205731,+,183,Supplementary Table 1,2154,MG1655,1205549,1205731
fau:3056241-3056789:+,fau,NC_000913.3,3056240,3056789,+,549,Supplementary Table 1,2155,MG1655,3056241,3056789
galS:2240628-2241668:-,galS,NC_000913.3,2240627,2241668,-,1041,Supplementary Table 1,2156,MG1655,2240628,2241668
tisB:3853553-3853642:+,tisB,NC_000913.3,3853552,3853642,+,90,Supplementary Table 1,2157,MG1655,3853553,3853642
sdaC:2928229-2929518:+,sdaC,NC_000913.3,2928228,2929518,+,1290,Supplementary Table 1,2158,MG1655,2928229,2929518
rplU:3333140-3333451:-,rplU,NC_000913.3,3333139,3333451,-,312,Supplementary Table 1,2159,MG1655,3333140,3333451
iscS:2660317-2661531:-,iscS,NC_000913.3,2660316,2661531,-,1215,Supplementary Table 1,2160,MG1655,2660317,2661531
sgrR:75644-77299:-,sgrR,NC_000913.3,75643,77299,-,1656,Supplementary Table 1,2161,MG1655,75644,77299
eda:1932115-1932756:-,eda,NC_000913.3,1932114,1932756,-,642,Supplementary Table 1,2162,MG1655,1932115,1932756
yejE:2275273-2276298:+,yejE,NC_000913.3,2275272,2276298,+,1026,Supplementary Table 1,2163,MG1655,2275273,2276298
adhE:1295446-1298121:-,adhE,NC_000913.3,1295445,1298121,-,2676,Supplementary Table 1,2164,MG1655,1295446,1298121
yegW:2182035-2182781:-,yegW,NC_000913.3,2182034,2182781,-,747,Supplementary Table 1,2165,MG1655,2182035,2182781
rplC:3452297-3452926:-,rplC,NC_000913.3,3452296,3452926,-,630,Supplementary Table 1,2166,MG1655,3452297,3452926
yhcB:3380191-3380589:+,yhcB,NC_000913.3,3380190,3380589,+,399,Supplementary Table 1,2167,MG1655,3380191,3380589
nanK:3369475-3370350:-,nanK,NC_000913.3,3369474,3370350,-,876,Supplementary Table 1,2168,MG1655,3369475,3370350
tesA:519139-519765:-,tesA,NC_000913.3,519138,519765,-,627,Supplementary Table 1,2169,MG1655,519139,519765
cohE:1202259-1202933:-,cohE,NC_000913.3,1202258,1202933,-,675,Supplementary Table 1,2170,MG1655,1202259,1202933
dksA:160149-160604:-,dksA,NC_000913.3,160148,160604,-,456,Supplementary Table 1,2171,MG1655,160149,160604
narK:1277957-1279348:+,narK,NC_000913.3,1277956,1279348,+,1392,Supplementary Table 1,2172,MG1655,1277957,1279348
quuD:573956-574339:+,quuD,NC_000913.3,573955,574339,+,384,Supplementary Table 1,2173,MG1655,573956,574339
yfcL:2443891-2444169:-,yfcL,NC_000913.3,2443890,2444169,-,279,Supplementary Table 1,2174,MG1655,2443891,2444169
yddG:1546288-1547169:-,yddG,NC_000913.3,1546287,1547169,-,882,Supplementary Table 1,2175,MG1655,1546288,1547169
ibsA:2153349-2153408:-,ibsA,NC_000913.3,2153348,2153408,-,60,Supplementary Table 1,2176,MG1655,2153349,2153408
fliQ:2022616-2022885:+,fliQ,NC_000913.3,2022615,2022885,+,270,Supplementary Table 1,2177,MG1655,2022616,2022885
hemA:1263714-1264970:+,hemA,NC_000913.3,1263713,1264970,+,1257,Supplementary Table 1,2178,MG1655,1263714,1264970
rpoE:2709437-2710012:-,rpoE,NC_000913.3,2709436,2710012,-,576,Supplementary Table 1,2179,MG1655,2709437,2710012
damX:3516020-3517306:-,damX,NC_000913.3,3516019,3517306,-,1287,Supplementary Table 1,2180,MG1655,3516020,3517306
ydhX:1750345-1751013:-,ydhX,NC_000913.3,1750344,1751013,-,669,Supplementary Table 1,2181,MG1655,1750345,1751013
ulaB:4421393-4421698:+,ulaB,NC_000913.3,4421392,4421698,+,306,Supplementary Table 1,2182,MG1655,4421393,4421698
yehR:2211225-2211686:+,yehR,NC_000913.3,2211224,2211686,+,462,Supplementary Table 1,2183,MG1655,2211225,2211686
yaeI:184257-185069:-,yaeI,NC_000913.3,184256,185069,-,813,Supplementary Table 1,2184,MG1655,184257,185069
yhhM:3605251-3605610:-,yhhM,NC_000913.3,3605250,3605610,-,360,Supplementary Table 1,2185,MG1655,3605251,3605610
hicA:1509286-1509462:+,hicA,NC_000913.3,1509285,1509462,+,177,Supplementary Table 1,2186,MG1655,1509286,1509462
msrC:1915631-1916128:-,msrC,NC_000913.3,1915630,1916128,-,498,Supplementary Table 1,2187,MG1655,1915631,1916128
rpoB:4181245-4185273:+,rpoB,NC_000913.3,4181244,4185273,+,4029,Supplementary Table 1,2188,MG1655,4181245,4185273
fic:3490861-3491463:-,fic,NC_000913.3,3490860,3491463,-,603,Supplementary Table 1,2189,MG1655,3490861,3491463
bioD:812270-812947:+,bioD,NC_000913.3,812269,812947,+,678,Supplementary Table 1,2190,MG1655,812270,812947
ychN:1273246-1273599:-,ychN,NC_000913.3,1273245,1273599,-,354,Supplementary Table 1,2191,MG1655,1273246,1273599
yaaJ:6529-7959:-,yaaJ,NC_000913.3,6528,7959,-,1431,Supplementary Table 1,2192,MG1655,6529,7959
mtlA:3772281-3774194:+,mtlA,NC_000913.3,3772280,3774194,+,1914,Supplementary Table 1,2193,MG1655,3772281,3774194
ybaV:463937-464308:+,ybaV,NC_000913.3,463936,464308,+,372,Supplementary Table 1,2194,MG1655,463937,464308
ybjQ:904593-904916:+,ybjQ,NC_000913.3,904592,904916,+,324,Supplementary Table 1,2195,MG1655,904593,904916
yjdQ:4362191-4362353:-,yjdQ,NC_000913.3,4362190,4362353,-,163,Supplementary Table 1,2196,MG1655,4362191,4362353
prpB:348682-349572:+,prpB,NC_000913.3,348681,349572,+,891,Supplementary Table 1,2197,MG1655,348682,349572
tauB:386207-386974:+,tauB,NC_000913.3,386206,386974,+,768,Supplementary Table 1,2198,MG1655,386207,386974
garK:3270625-3271770:-,garK,NC_000913.3,3270624,3271770,-,1146,Supplementary Table 1,2199,MG1655,3270625,3271770
dinG:833070-835220:+,dinG,NC_000913.3,833069,835220,+,2151,Supplementary Table 1,2200,MG1655,833070,835220
rpsO:3311415-3311684:-,rpsO,NC_000913.3,3311414,3311684,-,270,Supplementary Table 1,2201,MG1655,3311415,3311684
yjeV:4392892-4392945:+,yjeV,NC_000913.3,4392891,4392945,+,54,Supplementary Table 1,2202,MG1655,4392892,4392945
mhpR:367587-368420:-,mhpR,NC_000913.3,367586,368420,-,834,Supplementary Table 1,2203,MG1655,367587,368420
arrS:3657986-3658054:-,arrS,NC_000913.3,3657985,3658054,-,69,Supplementary Table 1,2204,MG1655,3657986,3658054
asnC:3926545-3927003:-,asnC,NC_000913.3,3926544,3927003,-,459,Supplementary Table 1,2205,MG1655,3926545,3927003
cysI:2888387-2890099:-,cysI,NC_000913.3,2888386,2890099,-,1713,Supplementary Table 1,2206,MG1655,2888387,2890099
gltU:3943435-3943510:+,gltU,NC_000913.3,3943434,3943510,+,76,Supplementary Table 1,2207,MG1655,3943435,3943510
hrpA:1483061-1486963:+,hrpA,NC_000913.3,1483060,1486963,+,3903,Supplementary Table 1,2208,MG1655,1483061,1486963
intA:2756159-2757400:+,intA,NC_000913.3,2756158,2757400,+,1242,Supplementary Table 1,2209,MG1655,2756159,2757400
psrD:1146589-1146757:+,psrD,NC_000913.3,1146588,1146757,+,169,Supplementary Table 1,2210,MG1655,1146589,1146757
rseB:2707798-2708754:-,rseB,NC_000913.3,2707797,2708754,-,957,Supplementary Table 1,2211,MG1655,2707798,2708754
tatC:4022736-4023512:+,tatC,NC_000913.3,4022735,4023512,+,777,Supplementary Table 1,2212,MG1655,4022736,4023512
ygbF:2878569-2878853:-,ygbF,NC_000913.3,2878568,2878853,-,285,Supplementary Table 1,2213,MG1655,2878569,2878853
menF:2379348-2380643:-,menF,NC_000913.3,2379347,2380643,-,1296,Supplementary Table 1,2214,MG1655,2379348,2380643
cysA:2539717-2540814:-,cysA,NC_000913.3,2539716,2540814,-,1098,Supplementary Table 1,2215,MG1655,2539717,2540814
glnA:4056625-4058034:-,glnA,NC_000913.3,4056624,4058034,-,1410,Supplementary Table 1,2216,MG1655,4056625,4058034
yoaJ:1878874-1878948:+,yoaJ,NC_000913.3,1878873,1878948,+,75,Supplementary Table 1,2217,MG1655,1878874,1878948
yffL:2560257-2560898:+,yffL,NC_000913.3,2560256,2560898,+,642,Supplementary Table 1,2218,MG1655,2560257,2560898
intS:2466545-2467702:+,intS,NC_000913.3,2466544,2467702,+,1158,Supplementary Table 1,2219,MG1655,2466545,2467702
yhcM:3378870-3379997:-,yhcM,NC_000913.3,3378869,3379997,-,1128,Supplementary Table 1,2220,MG1655,3378870,3379997
dnaX:492092-494023:+,dnaX,NC_000913.3,492091,494023,+,1932,Supplementary Table 1,2221,MG1655,492092,494023
dmsB:943414-944031:+,dmsB,NC_000913.3,943413,944031,+,618,Supplementary Table 1,2222,MG1655,943414,944031
rlmE:3327035-3327664:-,rlmE,NC_000913.3,3327034,3327664,-,630,Supplementary Table 1,2223,MG1655,3327035,3327664
yecT:1961972-1962460:+,yecT,NC_000913.3,1961971,1962460,+,489,Supplementary Table 1,2224,MG1655,1961972,1962460
crr:2535834-2536343:+,crr,NC_000913.3,2535833,2536343,+,510,Supplementary Table 1,2225,MG1655,2535834,2536343
serV:2818553-2818645:-,serV,NC_000913.3,2818552,2818645,-,93,Supplementary Table 1,2226,MG1655,2818553,2818645
pheL:2737599-2737646:+,pheL,NC_000913.3,2737598,2737646,+,48,Supplementary Table 1,2227,MG1655,2737599,2737646
trmJ:2662583-2663323:-,trmJ,NC_000913.3,2662582,2663323,-,741,Supplementary Table 1,2228,MG1655,2662583,2663323
hmp:2685835-2687025:+,hmp,NC_000913.3,2685834,2687025,+,1191,Supplementary Table 1,2229,MG1655,2685835,2687025
yehY:2217400-2218557:-,yehY,NC_000913.3,2217399,2218557,-,1158,Supplementary Table 1,2230,MG1655,2217400,2218557
rpsT:20815-21078:-,rpsT,NC_000913.3,20814,21078,-,264,Supplementary Table 1,2231,MG1655,20815,21078
panC:147944-148795:-,panC,NC_000913.3,147943,148795,-,852,Supplementary Table 1,2232,MG1655,147944,148795
yjhB:4504058-4505275:+,yjhB,NC_000913.3,4504057,4505275,+,1218,Supplementary Table 1,2233,MG1655,4504058,4505275
yafU:238746-239102:-,yafU,NC_000913.3,238745,239102,-,357,Supplementary Table 1,2234,MG1655,238746,239102
holA:670574-671605:-,holA,NC_000913.3,670573,671605,-,1032,Supplementary Table 1,2235,MG1655,670574,671605
ygjQ:3236540-3237232:+,ygjQ,NC_000913.3,3236539,3237232,+,693,Supplementary Table 1,2236,MG1655,3236540,3237232
valY:2521173-2521248:+,valY,NC_000913.3,2521172,2521248,+,76,Supplementary Table 1,2237,MG1655,2521173,2521248
cynS:359489-359959:+,cynS,NC_000913.3,359488,359959,+,471,Supplementary Table 1,2238,MG1655,359489,359959
ydjX:1833401-1834111:+,ydjX,NC_000913.3,1833400,1834111,+,711,Supplementary Table 1,2239,MG1655,1833401,1834111
leuC:79464-80864:-,leuC,NC_000913.3,79463,80864,-,1401,Supplementary Table 1,2240,MG1655,79464,80864
agaS:3281976-3283130:+,agaS,NC_000913.3,3281975,3283130,+,1155,Supplementary Table 1,2241,MG1655,3281976,3283130
yceG:1154112-1155134:+,yceG,NC_000913.3,1154111,1155134,+,1023,Supplementary Table 1,2242,MG1655,1154112,1155134
hupA:4200281-4200553:+,hupA,NC_000913.3,4200280,4200553,+,273,Supplementary Table 1,2243,MG1655,4200281,4200553
ralR:1413733-1413927:-,ralR,NC_000913.3,1413732,1413927,-,195,Supplementary Table 1,2244,MG1655,1413733,1413927
lpxD:200971-201996:+,lpxD,NC_000913.3,200970,201996,+,1026,Supplementary Table 1,2245,MG1655,200971,201996
yjfI:4410133-4410534:+,yjfI,NC_000913.3,4410132,4410534,+,402,Supplementary Table 1,2246,MG1655,4410133,4410534
mfd:1170518-1173964:-,mfd,NC_000913.3,1170517,1173964,-,3447,Supplementary Table 1,2247,MG1655,1170518,1173964
dmlA:1881912-1882997:+,dmlA,NC_000913.3,1881911,1882997,+,1086,Supplementary Table 1,2248,MG1655,1881912,1882997
yfaQ:2328148-2329797:-,yfaQ,NC_000913.3,2328147,2329797,-,1650,Supplementary Table 1,2249,MG1655,2328148,2329797
malE:4245229-4246419:-,malE,NC_000913.3,4245228,4246419,-,1191,Supplementary Table 1,2250,MG1655,4245229,4246419
rnk:643557-643967:-,rnk,NC_000913.3,643556,643967,-,411,Supplementary Table 1,2251,MG1655,643557,643967
iscR:2661643-2662131:-,iscR,NC_000913.3,2661642,2662131,-,489,Supplementary Table 1,2252,MG1655,2661643,2662131
gabT:2792735-2794015:+,gabT,NC_000913.3,2792734,2794015,+,1281,Supplementary Table 1,2253,MG1655,2792735,2794015
glnE:3196801-3199641:-,glnE,NC_000913.3,3196800,3199641,-,2841,Supplementary Table 1,2254,MG1655,3196801,3199641
pppA:3113543-3114352:-,pppA,NC_000913.3,3113542,3114352,-,810,Supplementary Table 1,2255,MG1655,3113543,3114352
crl:257829-257907:+,crl,NC_000913.3,257828,257907,+,79,Supplementary Table 1,2256,MG1655,257829,257907
crl:258676-259006:+,crl,NC_000913.3,258675,259006,+,331,Supplementary Table 1,2257,MG1655,258676,259006
tam:1607346-1608104:+,tam,NC_000913.3,1607345,1608104,+,759,Supplementary Table 1,2258,MG1655,1607346,1608104
clcA:175107-176528:+,clcA,NC_000913.3,175106,176528,+,1422,Supplementary Table 1,2259,MG1655,175107,176528
baeR:2164276-2164998:+,baeR,NC_000913.3,2164275,2164998,+,723,Supplementary Table 1,2260,MG1655,2164276,2164998
trpR:4632760-4633086:+,trpR,NC_000913.3,4632759,4633086,+,327,Supplementary Table 1,2261,MG1655,4632760,4633086
yedS:2034051-2035243:+,yedS,NC_000913.3,2034050,2035243,+,1193,Supplementary Table 1,2262,MG1655,2034051,2035243
yncD:1520963-1523065:-,yncD,NC_000913.3,1520962,1523065,-,2103,Supplementary Table 1,2263,MG1655,1520963,1523065
hflK:4402038-4403297:+,hflK,NC_000913.3,4402037,4403297,+,1260,Supplementary Table 1,2264,MG1655,4402038,4403297
rcnR:2185524-2185796:-,rcnR,NC_000913.3,2185523,2185796,-,273,Supplementary Table 1,2265,MG1655,2185524,2185796
cspF:1641855-1642067:+,cspF,NC_000913.3,1641854,1642067,+,213,Supplementary Table 1,2266,MG1655,1641855,1642067
ihfB:963828-964112:+,ihfB,NC_000913.3,963827,964112,+,285,Supplementary Table 1,2267,MG1655,963828,964112
yegE:2143266-2146583:+,yegE,NC_000913.3,2143265,2146583,+,3318,Supplementary Table 1,2268,MG1655,2143266,2146583
secM:107705-108217:+,secM,NC_000913.3,107704,108217,+,513,Supplementary Table 1,2269,MG1655,107705,108217
yihL:4060447-4061157:+,yihL,NC_000913.3,4060446,4061157,+,711,Supplementary Table 1,2270,MG1655,4060447,4061157
amtB:472966-474252:+,amtB,NC_000913.3,472965,474252,+,1287,Supplementary Table 1,2271,MG1655,472966,474252
ydcR:1510003-1511409:+,ydcR,NC_000913.3,1510002,1511409,+,1407,Supplementary Table 1,2272,MG1655,1510003,1511409
adk:497175-497819:+,adk,NC_000913.3,497174,497819,+,645,Supplementary Table 1,2273,MG1655,497175,497819
hfq:4400288-4400596:+,hfq,NC_000913.3,4400287,4400596,+,309,Supplementary Table 1,2274,MG1655,4400288,4400596
yhcC:3353121-3354050:-,yhcC,NC_000913.3,3353120,3354050,-,930,Supplementary Table 1,2275,MG1655,3353121,3354050
yaiI:405764-406222:+,yaiI,NC_000913.3,405763,406222,+,459,Supplementary Table 1,2276,MG1655,405764,406222
hflD:1191990-1192631:-,hflD,NC_000913.3,1191989,1192631,-,642,Supplementary Table 1,2277,MG1655,1191990,1192631
rfaH:4024333-4024821:-,rfaH,NC_000913.3,4024332,4024821,-,489,Supplementary Table 1,2278,MG1655,4024333,4024821
dcrB:3609955-3610512:+,dcrB,NC_000913.3,3609954,3610512,+,558,Supplementary Table 1,2279,MG1655,3609955,3610512
yidK:3858401-3860116:-,yidK,NC_000913.3,3858400,3860116,-,1716,Supplementary Table 1,2280,MG1655,3858401,3860116
ybfB:733776-734102:+,ybfB,NC_000913.3,733775,734102,+,327,Supplementary Table 1,2281,MG1655,733776,734102
yeeA:2079533-2080591:-,yeeA,NC_000913.3,2079532,2080591,-,1059,Supplementary Table 1,2282,MG1655,2079533,2080591
ybdL:633586-634746:+,ybdL,NC_000913.3,633585,634746,+,1161,Supplementary Table 1,2283,MG1655,633586,634746
frlA:3499910-3501247:+,frlA,NC_000913.3,3499909,3501247,+,1338,Supplementary Table 1,2284,MG1655,3499910,3501247
yjbM:4260599-4261306:+,yjbM,NC_000913.3,4260598,4261306,+,708,Supplementary Table 1,2285,MG1655,4260599,4261306
pmrD:2373272-2373538:-,pmrD,NC_000913.3,2373271,2373538,-,267,Supplementary Table 1,2286,MG1655,2373272,2373538
der:2635884-2637356:-,der,NC_000913.3,2635883,2637356,-,1473,Supplementary Table 1,2287,MG1655,2635884,2637356
yhdE:3397785-3398378:-,yhdE,NC_000913.3,3397784,3398378,-,594,Supplementary Table 1,2288,MG1655,3397785,3398378
nrfG:4293543-4294139:+,nrfG,NC_000913.3,4293542,4294139,+,597,Supplementary Table 1,2289,MG1655,4293543,4294139
paoA:301884-302573:-,paoA,NC_000913.3,301883,302573,-,690,Supplementary Table 1,2290,MG1655,301884,302573
yegP:2165189-2165521:+,yegP,NC_000913.3,2165188,2165521,+,333,Supplementary Table 1,2291,MG1655,2165189,2165521
tsaA:218887-219594:-,tsaA,NC_000913.3,218886,219594,-,708,Supplementary Table 1,2292,MG1655,218887,219594
thiG:4191865-4192635:-,thiG,NC_000913.3,4191864,4192635,-,771,Supplementary Table 1,2293,MG1655,4191865,4192635
manA:1688576-1689751:+,manA,NC_000913.3,1688575,1689751,+,1176,Supplementary Table 1,2294,MG1655,1688576,1689751
ydfR:1640054-1640365:-,ydfR,NC_000913.3,1640053,1640365,-,312,Supplementary Table 1,2295,MG1655,1640054,1640365
yjbJ:4259237-4259446:+,yjbJ,NC_000913.3,4259236,4259446,+,210,Supplementary Table 1,2296,MG1655,4259237,4259446
topA:1331048-1333645:+,topA,NC_000913.3,1331047,1333645,+,2598,Supplementary Table 1,2297,MG1655,1331048,1333645
xapB:2522729-2523985:-,xapB,NC_000913.3,2522728,2523985,-,1257,Supplementary Table 1,2298,MG1655,2522729,2523985
yjeH:4369156-4370412:-,yjeH,NC_000913.3,4369155,4370412,-,1257,Supplementary Table 1,2299,MG1655,4369156,4370412
yddM:1552398-1552682:-,yddM,NC_000913.3,1552397,1552682,-,285,Supplementary Table 1,2300,MG1655,1552398,1552682
abgT:1400247-1401773:-,abgT,NC_000913.3,1400246,1401773,-,1527,Supplementary Table 1,2301,MG1655,1400247,1401773
gudD:2918045-2919385:-,gudD,NC_000913.3,2918044,2919385,-,1341,Supplementary Table 1,2302,MG1655,2918045,2919385
yobI:1946115-1946180:-,yobI,NC_000913.3,1946114,1946180,-,66,Supplementary Table 1,2303,MG1655,1946115,1946180
mlaC:3337256-3337891:-,mlaC,NC_000913.3,3337255,3337891,-,636,Supplementary Table 1,2304,MG1655,3337256,3337891
srlR:2829047-2829820:+,srlR,NC_000913.3,2829046,2829820,+,774,Supplementary Table 1,2305,MG1655,2829047,2829820
